,INDEX,会社名,職種,必要言語,実務経験,掲載日,資本金,売上,自社サービス開発,未経験可,URL
492,493,株式会社ゼロマーケティング,web系SE・PG（自社製品）,"PHP,Java,JavaScript",,2019/3/14,900万円,非公開,〇,〇,https://www.geekly.co.jp/search/detail/280984
493,494,社名非公開企業,web系SE・PG（自社製品）,Ruby,,2019/7/9,1億円,非公開,〇,×,https://www.geekly.co.jp/search/detail/478872
494,495,株式会社メディアドゥ,web系SE・PG（自社製品）,Java,,2018/11/6,9億49万円,"155億3,200万円",〇,×,https://www.geekly.co.jp/search/detail/307098
495,496,株式会社カンム,web系SE・PG（自社製品）,Go,,2019/6/4,"26億9,038万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/440218
496,497,社名非公開企業,制御系・組み込み・ファームウェア開発,該当なし,,2019/7/23,"4億5,800万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/309914
497,498,株式会社セプテーニ・オリジナル,web系SE・PG（自社製品）,"Java,Kotlin",,2019/9/3,"5,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/530843
498,499,株式会社メディアドゥ,web系SE・PG（自社製品）,Java,,2019/4/9,9億49万円,"155億3,200万円",〇,×,https://www.geekly.co.jp/search/detail/307099
499,500,合同会社DMM.com,web系SE・PG（自社製品）,Ruby,✓,2019/9/2,"1,000万円","2,114億円",〇,×,https://www.geekly.co.jp/search/detail/460188
500,501,社名非公開企業,web系SE・PG（自社製品）,"Ruby,PHP,Python",,2019/7/9,"1億5,400万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/499612
501,502,社名非公開企業,web系SE・PG（自社製品）,"Ruby,PHP,Python,Java,JavaScript",,2019/8/30,1億円,"15億5,108万円",〇,〇,https://www.geekly.co.jp/search/detail/1693
502,503,株式会社LIFULL MOVE,web系SE・PG（自社製品）,PHP,✓,2019/8/5,"4,400万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/499613
503,504,社名非公開企業,web系SE・PG（自社製品）,PHP,✓,2019/9/6,"5,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/532126
504,505,株式会社ロコンド,web系SE・PG（自社製品）,Java,,2019/7/25,11億300万円,"39億7,200万円",〇,×,https://www.geekly.co.jp/search/detail/208286
505,506,合同会社DMM.com,web系SE・PG（自社製品）,該当なし,,2019/8/5,"1,000万円","2,114億円",〇,×,https://www.geekly.co.jp/search/detail/514462
506,507,社名非公開企業,web系SE・PG（自社製品）,該当なし,,2019/5/22,"2,000万円",15億円,〇,×,https://www.geekly.co.jp/search/detail/168095
507,508,株式会社SmartHR,web系SE・PG（自社製品）,Ruby,✓,2019/9/10,"20億7,613万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/535456
508,509,ジーマックスメディアソリューション株式会社,web系SE・PG（自社製品）,"PHP,Python",,2019/6/4,"2,100万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/436896
509,510,パーソルプロセス＆テクノロジー株式会社,web系SE・PG（自社製品）,"PHP,Java",,2019/9/3,"3億1,000万円",非公開,〇,〇,https://www.geekly.co.jp/search/detail/268961
510,511,GMOフィナンシャルホールディングス株式会社,web系SE・PG（自社製品）,Python,,2019/8/5,"6億4,971万円","216億5,700万円",〇,×,https://www.geekly.co.jp/search/detail/460195
511,512,ヴァンテージマネジメント株式会社,web系SE・PG（自社製品）,該当なし,,2019/6/21,"1,000万円","12億2,000万円",〇,×,https://www.geekly.co.jp/search/detail/409251
512,513,社名非公開企業,web系SE・PG（自社製品）,Python,,2019/9/10,非公開,非公開,〇,×,https://www.geekly.co.jp/search/detail/278947
513,514,社名非公開企業,web系SE・PG（自社製品）,Java,✓,2019/9/10,"5,000万円","141億2,000万円",〇,×,https://www.geekly.co.jp/search/detail/491684
514,515,株式会社アシリレラ,web系SE・PG（自社製品）,Java,✓,2019/9/10,非公開,非公開,〇,×,https://www.geekly.co.jp/search/detail/520868
515,516,社名非公開企業,web系SE・PG（自社製品）,"Java,JavaScript",,2019/8/28,"6億4,500万円","491億4,000万円",〇,×,https://www.geekly.co.jp/search/detail/168615
516,517,社名非公開企業,web系SE・PG（自社製品）,"PHP,Java",✓,2019/6/4,"1億6,452万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/436903
517,518,パーソルキャリア株式会社,web系SE・PG（自社製品）,該当なし,,2019/9/3,"11億2,700万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/519591
518,519,社名非公開企業,web系SE・PG（自社製品）,"Java,JavaScript",,2019/8/23,"1,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/528552
519,520,株式会社GA technologies,web系SE・PG（自社製品）,該当なし,,2019/9/11,"5億6,397万円",201億円,〇,×,https://www.geekly.co.jp/search/detail/539304
520,521,社名非公開企業,web系SE・PG（自社製品）,"PHP,Java",✓,2019/2/18,"47億1,200万円","264億1,732万円",〇,×,https://www.geekly.co.jp/search/detail/146856
521,522,社名非公開企業,web系SE・PG（自社製品）,"Ruby,PHP,Python",,2018/5/2,"2億8,000万円",,〇,×,https://www.geekly.co.jp/search/detail/260776
522,523,ジーマックスメディアソリューション株式会社,web系SE・PG（自社製品）,"PHP,Python",,2019/7/3,"2,100万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/463529
523,524,株式会社キャリアデザインセンター,web系SE・PG（自社製品）,該当なし,,2019/7/19,"5億5,866万円","109億7,569万円",〇,×,https://www.geekly.co.jp/search/detail/412586
524,525,社名非公開企業,web系SE・PG（自社製品）,"PHP,Java",,2019/6/25,"5,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/495020
525,526,WAmazing株式会社,web系SE・PG（自社製品）,"Ruby,PHP,Python,Java,JavaScript",,2019/9/3,"9億8,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/505772
526,527,株式会社メタップス,web系SE・PG（自社製品）,該当なし,,2019/4/16,"54億3,400万円","102億3,900万円",〇,×,https://www.geekly.co.jp/search/detail/456364
527,528,社名非公開企業,web系SE・PG（自社製品）,該当なし,,2019/9/3,21億210万円,"1,387億円",〇,×,https://www.geekly.co.jp/search/detail/337069
528,529,社名非公開企業,web系SE・PG（自社製品）,"Ruby,Java,JavaScript",,2019/9/5,21億210万円,"1,387億円",〇,×,https://www.geekly.co.jp/search/detail/481197
529,530,合同会社DMM.com,web系SE・PG（自社製品）,PHP,✓,2019/9/3,"1,000万円","2,114億円",〇,×,https://www.geekly.co.jp/search/detail/445101
530,531,株式会社セプテーニ・オリジナル,web系SE・PG（自社製品）,Java,✓,2019/9/3,"5,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/530862
531,532,株式会社MUGENUP,web系SE・PG（自社製品）,"Ruby,PHP,Python,Java,Go",✓,2019/1/29,"8,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/412591
532,533,社名非公開企業,サーバーエンジニア,該当なし,,2019/7/3,"2,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/416431
533,534,株式会社フーディソン,web系SE・PG（自社製品）,Ruby,,2019/4/2,"6億6,709万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/424111
534,535,社名非公開企業,web系SE・PG（自社製品）,PHP,,2019/6/19,"15億7,630万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/380335
535,536,株式会社D2C,web系SE・PG（自社製品）,"Python,Java",,2019/3/26,"34億8,000万円","73億2,200万円",〇,×,https://www.geekly.co.jp/search/detail/688
536,537,社名非公開企業,web系SE・PG（自社製品）,"Ruby,PHP,Python,Java",,2019/8/28,"9,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/72369
537,538,株式会社エーアイスクエア,web系SE・PG（自社製品）,Python,,2019/5/8,"1億7,500万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/416433
538,539,社名非公開企業,web系SE・PG（自社製品）,該当なし,,2019/8/30,1億円,"15億5,108万円",〇,〇,https://www.geekly.co.jp/search/detail/252593
539,540,株式会社ウェルモ,web系SE・PG（自社製品）,"Python,Java,Kotlin",,2019/6/5,1億325万円,非公開,〇,×,https://www.geekly.co.jp/search/detail/271282
540,541,社名非公開企業,web系SE・PG（自社製品）,"Ruby,PHP,Python,Java",,2019/9/3,"4,000万円",,〇,×,https://www.geekly.co.jp/search/detail/506291
541,542,社名非公開企業,web系SE・PG（自社製品）,"Java,JavaScript",✓,2019/5/14,"22億5,692万円","170億3,300万円",〇,×,https://www.geekly.co.jp/search/detail/412596
542,543,社名非公開企業,web系SE・PG（自社製品）,Java,,2019/4/8,"4,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/284340
543,544,社名非公開企業,web系SE・PG（自社製品）,該当なし,,2019/8/5,51億300万円,"290億7,500万円",〇,×,https://www.geekly.co.jp/search/detail/510133
544,545,株式会社クロスランゲージ,web系SE・PG（自社製品）,C++,,2019/4/23,1億円,10億円,〇,×,https://www.geekly.co.jp/search/detail/460214
545,546,株式会社カプコン,web系SE・PG（自社製品）,"PHP,Python,Java",,2019/8/28,"332億3,900万円","770億2,100万円",〇,×,https://www.geekly.co.jp/search/detail/468406
546,547,社名非公開企業,web系SE・PG（SI・受託）,PHP,✓,2019/7/9,"5,282万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/499638
547,548,社名非公開企業,web系SE・PG（自社製品）,"Ruby,PHP,Python,Java",✓,2019/8/5,"1,000万円",,〇,×,https://www.geekly.co.jp/search/detail/506294
548,549,株式会社メタップス,web系SE・PG（自社製品）,該当なし,,2019/4/16,"54億3,400万円","102億3,900万円",〇,×,https://www.geekly.co.jp/search/detail/456374
549,550,バレットグループ株式会社,web系SE・PG（自社製品）,"Ruby,PHP",✓,2019/3/11,"1,000万円",30億円,〇,〇,https://www.geekly.co.jp/search/detail/362679
550,551,社名非公開企業,web系SE・PG（自社製品）,"Ruby,Java,JavaScript",,2019/4/4,"3,617万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/256439
551,552,株式会社インソース,web系SE・PG（自社製品）,"PHP,Java",,2019/5/9,8億62万円,"45億3,600万円",〇,〇,https://www.geekly.co.jp/search/detail/416952
552,553,社名非公開企業,web系SE・PG（自社製品）,該当なし,✓,2019/9/3,"9,900万円",375億円,〇,×,https://www.geekly.co.jp/search/detail/497336
553,554,社名非公開企業,web系SE・PG（自社製品）,"Ruby,PHP,Python",,2019/7/3,"7,400万円",8億700万円,〇,×,https://www.geekly.co.jp/search/detail/450232
554,555,社名非公開企業,web系SE・PG（自社製品）,"Ruby,PHP,C++,Java,Go",,2019/8/6,1億円,非公開,〇,×,https://www.geekly.co.jp/search/detail/488377
555,556,株式会社trippiece,web系SE・PG（自社製品）,該当なし,,2019/2/26,"1億3,607万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/170426
556,557,株式会社イノベーション,web系SE・PG（自社製品）,"PHP,Java",✓,2019/7/2,"3億4,000万円",13億300万円,〇,〇,https://www.geekly.co.jp/search/detail/499642
557,558,社名非公開企業,web系SE・PG（自社製品）,"PHP,Python,Java,JavaScript",,2019/3/8,"8,300万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/373690
558,559,パーソルキャリア株式会社,web系SE・PG（自社製品）,Java,,2019/9/5,"11億2,700万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/520122
559,560,社名非公開企業,web系SE・PG（自社製品）,Java,,2019/5/23,900万円,非公開,〇,×,https://www.geekly.co.jp/search/detail/400318
560,561,社名非公開企業,web系SE・PG（自社製品）,該当なし,,2019/7/3,"11億3,478万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/456384
561,562,社名非公開企業,web系SE・PG（自社製品）,"PHP,Java,JavaScript,Go",,2019/8/23,"1,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/528579
562,563,社名非公開企業,web系SE・PG（自社製品）,"PHP,Java",,2019/3/5,"1,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/404675
563,564,社名非公開企業,web系SE・PG（自社製品）,該当なし,,2019/3/14,"5,000万円",非公開,〇,〇,https://www.geekly.co.jp/search/detail/380355
564,565,社名非公開企業,web系SE・PG（自社製品）,PHP,,2019/7/3,"5億2,332万円","50億4,400万円",〇,×,https://www.geekly.co.jp/search/detail/230853
565,566,社名非公開企業,web系SE・PG（自社製品）,Ruby,,2019/1/31,"3,315万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/137927
566,567,株式会社スイッチ・メディア・ラボ,web系SE・PG（自社製品）,該当なし,✓,2019/7/2,2億100万円,非公開,〇,×,https://www.geekly.co.jp/search/detail/436423
567,568,社名非公開企業,web系SE・PG（自社製品）,Python,,2019/6/28,"6億4,554万円","371億3,100万円",〇,×,https://www.geekly.co.jp/search/detail/437448
568,569,社名非公開企業,web系SE・PG（自社製品）,Python,✓,2019/6/4,"6億4,554万円","371億3,100万円",〇,×,https://www.geekly.co.jp/search/detail/437449
569,570,株式会社CHINTAI,web系SE・PG（自社製品）,"Java,JavaScript",,2019/5/21,"20億7,007万円","67億8,500万円",〇,〇,https://www.geekly.co.jp/search/detail/445129
570,571,社名非公開企業,web系SE・PG（自社製品）,"Java,Go",,2019/4/8,5億円,非公開,〇,×,https://www.geekly.co.jp/search/detail/323785
571,572,株式会社ウェイブダッシュ,web系SE・PG（自社製品）,PHP,,2019/6/25,"5億2,454万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/495050
572,573,社名非公開企業,web系SE・PG（自社製品）,Python,,2019/6/4,"6億4,554万円","371億3,100万円",〇,×,https://www.geekly.co.jp/search/detail/437450
573,574,株式会社Donuts,web系SE・PG（自社製品）,"Python,Java,JavaScript,Go",,2019/6/10,"7,777万円",63億円,〇,×,https://www.geekly.co.jp/search/detail/417483
574,575,STAGE株式会社,web系SE・PG（自社製品）,該当なし,✓,2019/7/3,3億円,非公開,〇,×,https://www.geekly.co.jp/search/detail/453067
575,576,グリー株式会社,web系SE・PG（自社製品）,"PHP,Java",,2019/9/2,23億円,"643億6,900万円",〇,〇,https://www.geekly.co.jp/search/detail/481228
576,577,株式会社Donuts,web系SE・PG（自社製品）,Ruby,,2019/9/3,"7,777万円",63億円,〇,×,https://www.geekly.co.jp/search/detail/3533
577,578,グリー株式会社,web系SE・PG（自社製品）,C++,,2019/9/2,23億円,"643億6,900万円",〇,〇,https://www.geekly.co.jp/search/detail/481229
578,579,株式会社富士山マガジンサービス,web系SE・PG（自社製品）,"Ruby,PHP,Python,Java",,2019/5/9,"2億6,519万円","34億6,600万円",〇,×,https://www.geekly.co.jp/search/detail/427981
579,580,社名非公開企業,web系SE・PG（自社製品）,該当なし,✓,2019/9/3,"6,100万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/497358
580,581,社名非公開企業,web系SE・PG（自社製品）,Ruby,,2019/8/28,"8,990万円",,〇,×,https://www.geekly.co.jp/search/detail/531407
581,582,社名非公開企業,web系SE・PG（自社製品）,"C++,Java",,2019/9/11,"1,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/539343
582,583,社名非公開企業,web系SE・PG（自社製品）,"C++,Java",,2018/8/1,"2億5,733万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/310479
583,584,社名非公開企業,web系SE・PG（自社製品）,"PHP,Java",✓,2019/3/8,"79億6,900万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/2512
584,585,社名非公開企業,web系SE・PG（自社製品）,"Ruby,PHP",,2019/6/4,"1,424万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/441808
585,586,社名非公開企業,web系SE・PG（自社製品）,"Java,JavaScript",,2019/3/29,"7億5,270万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/66769
586,587,株式会社リブセンス,web系SE・PG（自社製品）,"Ruby,PHP,Python,Java,JavaScript",,2019/7/16,"2億3,141万円","63億5,000万円",〇,〇,https://www.geekly.co.jp/search/detail/281553
587,588,社名非公開企業,web系SE・PG（自社製品）,Java,,2019/5/9,"9億3,093万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/418769
588,589,社名非公開企業,web系SE・PG（自社製品）,該当なし,,2019/9/3,"31億4,965万円",103億500万円,〇,×,https://www.geekly.co.jp/search/detail/488401
589,590,社名非公開企業,web系SE・PG（自社製品）,Java,,2019/4/3,"13億9,582万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/115154
590,591,株式会社ハースト婦人画報社,web系SE・PG（自社製品）,Java,,2019/6/24,3億円,非公開,〇,×,https://www.geekly.co.jp/search/detail/359635
591,592,株式会社POL,web系SE・PG（自社製品）,該当なし,,2019/4/5,"6,500万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/273620
592,593,株式会社アイリッジ,web系SE・PG（自社製品）,"Ruby,PHP,Python,Go",,2019/5/30,"3億6,800万円","14億9,300万円",〇,〇,https://www.geekly.co.jp/search/detail/185044
593,594,Gatebox株式会社,web系SE・PG（自社製品）,"Ruby,Python",,2019/5/9,7億円,非公開,〇,×,https://www.geekly.co.jp/search/detail/385492
594,595,社名非公開企業,web系SE・PG（自社製品）,該当なし,✓,2019/8/22,"4,200万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/488917
595,596,社名非公開企業,web系SE・PG（自社製品）,"Java,JavaScript",✓,2019/8/23,255億900万円,"1,406億4,800万円",〇,〇,https://www.geekly.co.jp/search/detail/367830
596,597,社名非公開企業,web系SE・PG（自社製品）,該当なし,,2019/9/4,"7億8,040万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/510678
597,598,バレットグループ株式会社,web系SE・PG（自社製品）,"Ruby,PHP",✓,2019/4/1,"1,000万円",30億円,〇,〇,https://www.geekly.co.jp/search/detail/327639
598,599,株式会社D2C R,web系SE・PG（自社製品）,"Ruby,PHP,Python,Java,JavaScript,Go",,2019/7/22,"5,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/510681
599,600,社名非公開企業,web系SE・PG（自社製品）,該当なし,✓,2019/9/3,"3,100万円",55億円,〇,×,https://www.geekly.co.jp/search/detail/518361
600,601,株式会社アイリッジ,web系SE・PG（自社製品）,"Python,Java,Go",,2019/8/6,"3億6,800万円","14億9,300万円",〇,〇,https://www.geekly.co.jp/search/detail/475
601,602,社名非公開企業,web系SE・PG（自社製品）,該当なし,,2019/9/5,800万円,非公開,〇,×,https://www.geekly.co.jp/search/detail/536027
602,603,社名非公開企業,web系SE・PG（自社製品）,Kotlin,,2018/10/3,"6,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/345307
603,604,社名非公開企業,web系SE・PG（自社製品）,Ruby,,2019/7/3,1億円,非公開,〇,×,https://www.geekly.co.jp/search/detail/500187
604,605,株式会社ココナラ,web系SE・PG（自社製品）,"Ruby,PHP,Python,Go",,2019/8/19,"12億9,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/520155
605,606,INTLOOP株式会社,web系SE・PG（自社製品）,"Ruby,PHP,Python,Java,Go",,2019/4/24,"5,000万円","27億1,000万円",〇,〇,https://www.geekly.co.jp/search/detail/460765
606,607,サイバネットシステム株式会社,プロジェクトマネージャー（web系）,"Java,JavaScript",,2019/7/10,"9億9,500万円","160億3,100万円",〇,×,https://www.geekly.co.jp/search/detail/476125
607,608,合同会社DMM.com,web系SE・PG（自社製品）,"PHP,Java,JavaScript",,2019/8/26,"1,000万円","2,114億円",〇,×,https://www.geekly.co.jp/search/detail/488157
608,609,社名非公開企業,web系SE・PG（自社製品）,PHP,✓,2019/3/25,"1,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/320221
609,610,株式会社ZERO TO ONE,web系SE・PG（自社製品）,"PHP,Java",,2018/10/3,"1,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/345310
610,611,社名非公開企業,web系SE・PG（自社製品）,"Ruby,PHP,Python,Java",,2019/9/3,"7,123万円","4億1,500万円",〇,×,https://www.geekly.co.jp/search/detail/495582
611,612,社名非公開企業,web系SE・PG（自社製品）,該当なし,,2019/3/26,"2,000万円",15億円,〇,×,https://www.geekly.co.jp/search/detail/168670
612,613,株式会社リンクエッジ,web系SE・PG（自社製品）,該当なし,,2019/8/8,"5,000万円",39億円,〇,〇,https://www.geekly.co.jp/search/detail/520158
613,614,社名非公開企業,web系SE・PG（自社製品）,"Ruby,PHP,Python,Java",✓,2019/4/5,"2億8,000万円",,〇,×,https://www.geekly.co.jp/search/detail/263391
614,615,株式会社コナミデジタルエンタテインメント,web系SE・PG（自社製品）,"PHP,C++,Java",,2019/2/25,260億円,非公開,〇,×,https://www.geekly.co.jp/search/detail/159967
615,616,株式会社コマース21,web系SE・PG（自社製品）,"PHP,Java",✓,2019/2/8,1億円,非公開,〇,×,https://www.geekly.co.jp/search/detail/365023
616,617,社名非公開企業,web系SE・PG（自社製品）,"Ruby,PHP,Python,C++,Java",,2019/5/22,"2億7,100万円","9億1,800万円",〇,×,https://www.geekly.co.jp/search/detail/365535
617,618,パーソルキャリア株式会社,web系SE・PG（自社製品）,Java,,2019/9/3,"11億2,700万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/519647
618,619,社名非公開企業,web系SE・PG（自社製品）,該当なし,,2019/7/3,"5,600万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/450272
619,620,株式会社ビデックス,web系SE・PG（自社製品）,"Ruby,PHP,Python",,2019/7/22,"6,420万円",,〇,×,https://www.geekly.co.jp/search/detail/98274
620,621,ディップ株式会社,web系SE・PG（自社製品）,"Ruby,PHP",✓,2019/5/9,"10億8,500万円","421億7,600万円",〇,×,https://www.geekly.co.jp/search/detail/429794
621,622,社名非公開企業,web系SE・PG（自社製品）,"PHP,Java",✓,2018/9/25,"3億2,700万円","23億9,700万円",〇,×,https://www.geekly.co.jp/search/detail/244706
622,623,エムスリー株式会社,web系SE・PG（自社製品）,"Ruby,Python,Java,JavaScript",✓,2019/9/3,"36億7,232万円","944億7,100万円",〇,×,https://www.geekly.co.jp/search/detail/227
623,624,手間いらず株式会社,web系SE・PG（自社製品）,"Ruby,PHP,Java",✓,2019/9/13,"7億1,129万円","11億1,143万円",〇,×,https://www.geekly.co.jp/search/detail/188387
624,625,株式会社エニグモ,web系SE・PG（自社製品）,Ruby,,2019/9/2,"3億8,150万円","41億4,700万円",〇,×,https://www.geekly.co.jp/search/detail/229
625,626,株式会社エクサウィザーズ,web系SE・PG（自社製品）,Python,,2019/9/3,"5億2,246万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/531429
626,627,エン・ジャパン株式会社,web系SE・PG（自社製品）,PHP,,2019/9/3,"11億9,499万円","487億3,300万円",〇,×,https://www.geekly.co.jp/search/detail/153061
627,628,株式会社BEYOND BORDERS,web系SE・PG（自社製品）,"Ruby,Java,JavaScript",,2019/7/29,"1,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/244709
628,629,株式会社グローバルウェイ,web系SE・PG（自社製品）,"Ruby,PHP",,2019/3/4,"2億1,200万円","12億5,100万円",〇,×,https://www.geekly.co.jp/search/detail/175590
629,630,GMOフィナンシャルホールディングス株式会社,web系SE・PG（自社製品）,"C++,Java",,2019/9/3,"6億4,971万円","216億5,700万円",〇,×,https://www.geekly.co.jp/search/detail/263399
630,631,GMOインターネット株式会社,web系SE・PG（自社製品）,"PHP,Python,Java,JavaScript",,2019/9/3,50億円,"1,542億5,600万円",〇,〇,https://www.geekly.co.jp/search/detail/337383
631,632,アウモ株式会社,web系SE・PG（自社製品）,"Ruby,Java,JavaScript",,2019/5/9,"1億5,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/428007
632,633,株式会社ギフトパッド,web系SE・PG（自社製品）,PHP,✓,2019/8/5,"6,515万円",,〇,×,https://www.geekly.co.jp/search/detail/515047
633,634,パーク24株式会社,web系SE・PG（自社製品）,Java,,2019/8/9,"198億6,300万円","2,985億1,700万円",〇,×,https://www.geekly.co.jp/search/detail/241128
634,635,株式会社リテイルサイエンス,web系SE・PG（自社製品）,"PHP,Python,C++,Java",✓,2019/8/5,"4,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/510696
635,636,社名非公開企業,web系SE・PG（自社製品）,"Java,Go",,2019/8/28,"3,850万円",非公開,〇,〇,https://www.geekly.co.jp/search/detail/526315
636,637,株式会社PKSHA Technology,web系SE・PG（自社製品）,"Ruby,Java,JavaScript",,2019/9/3,"25億1,000万円",15億300万円,〇,×,https://www.geekly.co.jp/search/detail/532715
637,638,社名非公開企業,web系SE・PG（自社製品）,Ruby,✓,2019/5/30,"8,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/434155
638,639,社名非公開企業,web系SE・PG（自社製品）,"Python,Go",,2019/7/23,非公開,非公開,〇,×,https://www.geekly.co.jp/search/detail/507371
639,640,社名非公開企業,web系SE・PG（自社製品）,"PHP,Java,JavaScript",,2019/4/2,"1,000万円",23億円,〇,×,https://www.geekly.co.jp/search/detail/180715
640,641,社名非公開企業,web系SE・PG（自社製品）,該当なし,,2019/9/3,7億250万円,非公開,〇,×,https://www.geekly.co.jp/search/detail/442859
641,642,株式会社図研,web系SE・PG（自社製品）,"Ruby,PHP,Java,JavaScript",,2019/4/5,"101億1,706万円","219億5,200万円",〇,×,https://www.geekly.co.jp/search/detail/276460
642,643,社名非公開企業,web系SE・PG（自社製品）,"PHP,Python",,2019/6/11,"3,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/487148
643,644,株式会社オプティマイザー,web系SE・PG（自社製品）,"Ruby,PHP,Python",,2019/8/7,"3,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/507372
644,645,社名非公開企業,web系SE・PG（自社製品）,Ruby,,2019/9/3,1億円,223億円,〇,×,https://www.geekly.co.jp/search/detail/479981
645,646,社名非公開企業,web系SE・PG（自社製品）,Ruby,,2019/3/7,"1億1,300万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/351981
646,647,社名非公開企業,web系SE・PG（自社製品）,Java,,2018/2/21,"1億4,800万円",35億円,〇,×,https://www.geekly.co.jp/search/detail/1264
647,648,社名非公開企業,web系SE・PG（自社製品）,"PHP,Python,Java",,2019/8/27,"5億5,176万円","52億7,500万円",〇,×,https://www.geekly.co.jp/search/detail/529648
648,649,株式会社ユニエイム,web系SE・PG（自社製品）,PHP,✓,2019/9/3,"3,000万円",,〇,×,https://www.geekly.co.jp/search/detail/495600
649,650,社名非公開企業,web系SE・PG（自社製品）,PHP,,2019/9/3,"3,000万円",,〇,×,https://www.geekly.co.jp/search/detail/532721
650,651,社名非公開企業,web系SE・PG（自社製品）,"Ruby,Java,JavaScript",,2019/7/3,"13億8,000万円","339億1,700万円",〇,×,https://www.geekly.co.jp/search/detail/480497
651,652,社名非公開企業,web系SE・PG（自社製品）,"Ruby,Java",,2019/4/4,"3,617万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/253169
652,653,株式会社Cygames,web系SE・PG（自社製品）,該当なし,,2019/9/3,"1億2,480万円","922億9,100万円",〇,×,https://www.geekly.co.jp/search/detail/417523
653,654,社名非公開企業,web系SE・PG（自社製品）,該当なし,,2019/7/17,"5,000万円","141億2,000万円",〇,×,https://www.geekly.co.jp/search/detail/491507
654,655,社名非公開企業,web系SE・PG（自社製品）,"Ruby,PHP,Java",,2018/8/22,非公開,非公開,〇,×,https://www.geekly.co.jp/search/detail/321267
655,656,社名非公開企業,web系SE・PG（自社製品）,PHP,,2019/7/2,"5,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/492276
656,657,社名非公開企業,web系SE・PG（自社製品）,"Java,JavaScript",,2019/4/8,"2,285万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/322292
657,658,社名非公開企業,web系SE・PG（自社製品）,Java,,2019/3/28,"1億7,000万円",非公開,〇,×,https://www.geekly.co.jp/search/detail/2549
658,659,社名非公開企業,web系SE・PG（自社製品）,該当なし,,2019/9/2,"2,000万円",非公開,〇,〇,https://www.geekly.co.jp/search/detail/481269
